sample,step_idx,step,events,weighted,elapsed_s
gammajet_direct,20,metsigres<42000,16,6.7092089653,54.754619
gammajet_direct,21,met_noJVT>90GeV,16,6.7092089653,54.764040
data23,0,loaded,19779010,213169876.876,49.775458
data23,1,jet_faking_photon,3384689,36493235.1549,52.961698
data23,2,n_ph_baseline==1,3354286,36165772.7527,54.319644
data23,3,n_mu_baseline==0,3354286,36165772.7527,55.664486
data23,4,n_el_baseline==0,3354286,36165772.7527,57.019998
data23,5,n_tau_baseline==0,3294169,35519418.8962,58.353466
data23,6,trigger==1,719136,7733948.5806,58.793106
data23,7,ph_pt>50GeV,713598,7672785.44681,59.337329
data23,8,MET>100GeV,93925,1009484.23596,59.496387
data23,9,n_jet_central<=3,79778,857114.855923,59.629153
data23,10,140>mT>100GeV,2513,27254.3611138,59.915305
data23,11,VertexBDTScore>0.1,1231,13349.217037,60.017549
data23,12,met_tst_sig>7,244,2643.62666149,60.119454
data23,13,ph_eta<1.75,176,1860.89647812,60.300889
data23,14,dphi_met_phterm>1.20,140,1487.9208305,60.402264
data23,15,dmet>-20GeV,129,1373.23566508,60.502490
data23,16,dphi_jj_central<2.35,109,1160.78781411,60.605010
data23,17,dphi_met_jetterm<0.85,109,1160.78781411,60.707458
data23,18,balance>0.90,71,752.028718347,60.888581
data23,19,jetterm>80GeV,70,740.816920539,60.986436
data23,20,3.1>dphi_phterm_jetterm>1.6,70,740.816920539,61.090385
data23,21,metsigres<42000,70,740.816920539,61.188992
data23,22,met_noJVT>90GeV,69,729.605122732,61.286012
