sample,step_idx,step,events,weighted,elapsed_s
gammajet_direct,17,balance>0.93,257,84.3961105347,59.408721
gammajet_direct,18,jetterm>79GeV,257,84.3961105347,59.417138
gammajet_direct,19,3.1>dphi_phterm_jetterm>1.8,155,84.3280487061,59.430838
gammajet_direct,20,metsigres<36000,135,84.3090744019,59.439362
gammajet_direct,21,met_noJVT>89GeV,135,84.3090744019,59.447230
data23,0,loaded,19779010,213169876.876,49.091043
data23,1,jet_faking_photon,3384689,36493235.1549,51.347221
data23,2,n_ph_baseline==1,3354286,36165772.7527,52.523677
data23,3,n_mu_baseline==0,3354286,36165772.7527,53.707989
data23,4,n_el_baseline==0,3354286,36165772.7527,54.883975
data23,5,n_tau_baseline==0,3294169,35519418.8962,56.082391
data23,6,trigger==1,719136,7733948.5806,56.455564
data23,7,ph_pt>50GeV,713598,7672785.44681,56.879041
data23,8,MET>100GeV,93925,1009484.23596,56.988820
data23,9,n_jet_central<=3,79778,857114.855923,57.078716
data23,10,mT>80GeV,79409,853096.1075,57.270251
data23,11,VertexBDTScore>0.1,17148,184316.088095,57.339313
data23,12,16>met_tst_sig>7,2675,28668.3050354,57.403276
data23,13,ph_eta<1.74,2082,21900.2561366,57.506714
data23,14,dphi_met_phterm>1.34,292,3075.01891918,57.569092
data23,15,41.9GeV>dmet>-17.9GeV,263,2772.66711943,57.631736
data23,16,dphi_jj_central<2.58,234,2466.3859513,57.696188
data23,17,dphi_met_jetterm<0.73,208,2195.31192394,57.759466
data23,18,balance>0.93,112,1183.42097604,57.888572
data23,19,jetterm>79GeV,112,1183.42097604,57.948088
data23,20,3.1>dphi_phterm_jetterm>1.8,106,1119.2936839,58.013815
data23,21,metsigres<36000,106,1119.2936839,58.073949
data23,22,met_noJVT>89GeV,105,1108.0818861,58.133558
